,from,to,size,size2,size3
15964,Barnesiella_intestinihominis,Ruminococcus_sp_5_1_39BFAA,0.494606214578855,pos,0.494606214578855
15975,Clostridium_asparagiforme,Ruminococcus_sp_5_1_39BFAA,0.613562634356068,pos,0.613562634356068
15987,Coprobacter_fastidiosus,Ruminococcus_sp_5_1_39BFAA,0.478034004299394,pos,0.478034004299394
16005,Eubacterium_siraeum,Ruminococcus_sp_5_1_39BFAA,0.50093804963846,pos,0.50093804963846
16009,Gemella_sanguinis,Ruminococcus_sp_5_1_39BFAA,0.580144615985929,pos,0.580144615985929
16010,Gordonibacter_pamelaeae,Ruminococcus_sp_5_1_39BFAA,0.594449872972445,pos,0.594449872972445
16024,Megamonas_funiformis,Ruminococcus_sp_5_1_39BFAA,0.477779949188978,pos,0.477779949188978
16025,Megamonas_hypermegale,Ruminococcus_sp_5_1_39BFAA,0.533359390267735,pos,0.533359390267735
16042,Ruminococcaceae_bacterium_D16,Ruminococcus_sp_5_1_39BFAA,0.387942153605628,pos,0.387942153605628
16043,Ruminococcus_albus,Ruminococcus_sp_5_1_39BFAA,0.70328317373461,pos,0.70328317373461
16113,Clostridium_citroniae,Ruminococcus_torques,-0.55045925346883,neg,0.55045925346883
16372,Bifidobacterium_pseudocatenulatum,Streptococcus_anginosus,0.515262849325777,pos,0.515262849325777
16478,Alistipes_senegalensis,Streptococcus_australis,0.45952706664061,pos,0.45952706664061
16485,Bacteroides_clarus,Streptococcus_australis,0.531229235880399,pos,0.531229235880399
16507,Bifidobacterium_pseudocatenulatum,Streptococcus_australis,0.419112761383623,pos,0.419112761383623
16585,Ruminococcus_callidus,Streptococcus_australis,0.557572796560485,pos,0.557572796560485
16641,Bifidobacterium_longum,Streptococcus_gordonii,0.662380300957592,pos,0.662380300957592
16642,Bifidobacterium_pseudocatenulatum,Streptococcus_gordonii,0.603185460230604,pos,0.603185460230604
16661,Collinsella_aerofaciens,Streptococcus_gordonii,0.643208911471565,pos,0.643208911471565
16714,Roseburia_intestinalis,Streptococcus_gordonii,0.500840336134454,pos,0.500840336134454
16718,Ruminococcus_albus,Streptococcus_gordonii,0.625698651553645,pos,0.625698651553645
16721,Ruminococcus_gnavus,Streptococcus_gordonii,0.43140512018761,pos,0.43140512018761
16724,Ruminococcus_sp_5_1_39BFAA,Streptococcus_gordonii,0.397830760211061,pos,0.397830760211061
16726,Solobacterium_moorei,Streptococcus_gordonii,-0.488372093023256,neg,0.488372093023256
16762,Bacteroides_intestinalis,Streptococcus_infantis,0.418956419777213,pos,0.418956419777213
16780,Butyricimonas_synergistica,Streptococcus_infantis,0.552296267344147,pos,0.552296267344147
16959,Klebsiella_pneumoniae,Streptococcus_mitis_oralis_pneumoniae,0.424760601915185,pos,0.424760601915185
17205,Desulfovibrio_desulfuricans,Streptococcus_salivarius,0.45499316005472,pos,0.45499316005472
17226,Granulicatella_adiacens,Streptococcus_salivarius,0.419562243502052,pos,0.419562243502052
17234,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Streptococcus_salivarius,0.449228063318351,pos,0.449228063318351
17251,Prevotella_copri,Streptococcus_salivarius,0.456849716630838,pos,0.456849716630838
17269,Streptococcus_gordonii,Streptococcus_salivarius,0.508813758061364,pos,0.508813758061364
17316,Bifidobacterium_longum,Streptococcus_sanguinis,0.616787179988274,pos,0.616787179988274
17417,Adlercreutzia_equolifaciens,Streptococcus_thermophilus,0.468966191127614,pos,0.468966191127614
17423,Alistipes_senegalensis,Streptococcus_thermophilus,0.526206761774477,pos,0.526206761774477
17430,Bacteroides_clarus,Streptococcus_thermophilus,0.567207348055501,pos,0.567207348055501
17437,Bacteroides_intestinalis,Streptococcus_thermophilus,0.504514363885089,pos,0.504514363885089
17446,Bacteroides_uniformis,Streptococcus_thermophilus,0.474477232753567,pos,0.474477232753567
17451,Bifidobacterium_longum,Streptococcus_thermophilus,0.71889779167481,pos,0.71889779167481
17452,Bifidobacterium_pseudocatenulatum,Streptococcus_thermophilus,0.67578659370725,pos,0.67578659370725
17456,candidate_division_TM7_single_cell_isolate_TM7c,Streptococcus_thermophilus,-0.576685557944108,neg,0.576685557944108
17460,Clostridium_asparagiforme,Streptococcus_thermophilus,0.756302521008403,pos,0.756302521008403
17463,Clostridium_citroniae,Streptococcus_thermophilus,0.622982216142271,pos,0.622982216142271
17465,Clostridium_hathewayi,Streptococcus_thermophilus,0.523451240961501,pos,0.523451240961501
17466,Clostridium_innocuum,Streptococcus_thermophilus,-0.487355872581591,neg,0.487355872581591
17469,Clostridium_ramosum,Streptococcus_thermophilus,-0.634981434434239,neg,0.634981434434239
17471,Collinsella_aerofaciens,Streptococcus_thermophilus,0.602794606214579,pos,0.602794606214579
17483,Erysipelotrichaceae_bacterium_6_1_45,Streptococcus_thermophilus,-0.499921829196795,neg,0.499921829196795
17525,Roseburia_inulinivorans,Streptococcus_thermophilus,0.483408247019738,pos,0.483408247019738
17528,Ruminococcus_albus,Streptococcus_thermophilus,0.49015047879617,pos,0.49015047879617
17531,Ruminococcus_gnavus,Streptococcus_thermophilus,0.430897009966777,pos,0.430897009966777
17538,Streptococcus_australis,Streptococcus_thermophilus,0.552784834864178,pos,0.552784834864178
17687,Adlercreutzia_equolifaciens,Sutterella_wadsworthensis,0.561383623216729,pos,0.561383623216729
17721,Bifidobacterium_longum,Sutterella_wadsworthensis,0.674614031659175,pos,0.674614031659175
17722,Bifidobacterium_pseudocatenulatum,Sutterella_wadsworthensis,0.7249951143248,pos,0.7249951143248
17730,Clostridium_asparagiforme,Sutterella_wadsworthensis,0.518819620871604,pos,0.518819620871604
17870,Clostridium_hathewayi,Veillonella_atypica,-0.498182528825484,neg,0.498182528825484
17991,Bifidobacterium_longum,Veillonella_dispar,0.490521790111393,pos,0.490521790111393
18094,Alistipes_finegoldii,Veillonella_parvula,-0.454914989251515,neg,0.454914989251515
